event,name,clock,t_start_ns,t_end_ns,interval_ns,value,note
L2,BridgeHeartbeat,monotonic,399693890897783,399693893771096,2873313,42,
diagnostics,Status/*,-,,,,"{'ForkliftTeleopActive': False, 'ForkliftObstacleStopActive': False, 'ForkliftSpeedLimitActive': False, 'ForkliftResetRequired': True, 'HmiLinkOk': True}",
R1,cycle,monotonic,399693872003327,399693921636009,49632682,,
read_rt,BridgeHeartbeat,monotonic,399693921646296,399693924090544,2444248,42,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399693924100754,399693926345817,2245063,0.0,
L5,cmd_traction_speed,monotonic,399693926345817,399693926542592,196775,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399693926554457,399693928534358,1979901,0.0,
L5,cmd_steer_angle,monotonic,399693928534358,399693928702784,168426,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399693928717302,399693930746386,2029084,0.0,
L5,cmd_fork_speed,monotonic,399693930746386,399693930920195,173809,0.0,
L1,ForkliftForkHeight,monotonic,399693859957021,399693930932140,70975119,-5.013785361395759e-14,
L1cs,ForkliftForkHeight,monotonic,399693859957021,399693921636009,61678988,-5.013785361395759e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399693930938726,399693933197258,2258532,-5.013785361395759e-14,
L3,ForkliftForkHeight,monotonic,399693859957021,399693933197258,73240237,-5.013785361395759e-14,
R2,ForkliftForkHeight,monotonic,399693884040666,399693930938726,46898060,,
L1,ForkliftLinearSpeed,monotonic,399693861347190,399693933214773,71867583,-4.550953846395912e-37,
L1cs,ForkliftLinearSpeed,monotonic,399693861347190,399693921636009,60288819,-4.550953846395912e-37,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399693933230655,399693934981338,1750683,-4.550953846395912e-37,
L3,ForkliftLinearSpeed,monotonic,399693861347190,399693934981338,73634148,-4.550953846395912e-37,
R2,ForkliftLinearSpeed,monotonic,399693885847398,399693933230655,47383257,,
L1,ForkliftObstacleMinDistance,monotonic,399693898563720,399693934997891,36434171,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399693898563720,399693921636009,23072289,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399693935001856,399693937153348,2151492,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399693898563720,399693937153348,38589628,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399693887378011,399693935001856,47623845,,
L2,BridgeHeartbeat,monotonic,399693937195443,399693939612760,2417317,43,
R1,cycle,monotonic,399693921636009,399693972303027,50667018,,
read_rt,BridgeHeartbeat,monotonic,399693972313089,399693974721996,2408907,43,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399693974731215,399693976601051,1869836,0.0,
L5,cmd_traction_speed,monotonic,399693976601051,399693976763623,162572,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399693976774235,399693979191070,2416835,0.0,
L5,cmd_steer_angle,monotonic,399693979191070,399693979391115,200045,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399693979402335,399693981552842,2150507,0.0,
L5,cmd_fork_speed,monotonic,399693981552842,399693981722840,169998,0.0,
L1,ForkliftForkHeight,monotonic,399693958644151,399693981734132,23089981,-5.013826998531225e-14,
L1cs,ForkliftForkHeight,monotonic,399693958644151,399693972303027,13658876,-5.013826998531225e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399693981740662,399693984402627,2661965,-5.013826998531225e-14,
L3,ForkliftForkHeight,monotonic,399693958644151,399693984402627,25758476,-5.013826998531225e-14,
R2,ForkliftForkHeight,monotonic,399693930938726,399693981740662,50801936,,
L1,ForkliftLinearSpeed,monotonic,399693958749616,399693984419399,25669783,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399693958749616,399693972303027,13553411,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399693984422586,399693986044246,1621660,0.0,
L3,ForkliftLinearSpeed,monotonic,399693958749616,399693986044246,27294630,0.0,
R2,ForkliftLinearSpeed,monotonic,399693933230655,399693984422586,51191931,,
L1,ForkliftObstacleMinDistance,monotonic,399693898563720,399693986065788,87502068,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399693898563720,399693972303027,73739307,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399693986070427,399693987281749,1211322,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399693898563720,399693987281749,88718029,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399693935001856,399693986070427,51068571,,
L2,BridgeHeartbeat,monotonic,399693987308663,399693989751448,2442785,44,
R1,cycle,monotonic,399693972303027,399694022532956,50229929,,
read_rt,BridgeHeartbeat,monotonic,399694022542952,399694024538465,1995513,44,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694024552450,399694027540881,2988431,0.0,
L5,cmd_traction_speed,monotonic,399694027540881,399694027762000,221119,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694027772572,399694029387737,1615165,0.0,
L5,cmd_steer_angle,monotonic,399694029387737,399694029583223,195486,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694029591638,399694031584184,1992546,0.0,
L5,cmd_fork_speed,monotonic,399694031584184,399694031733736,149552,0.0,
L1,ForkliftForkHeight,monotonic,399693958644151,399694031744010,73099859,-5.013826998531225e-14,
L1cs,ForkliftForkHeight,monotonic,399693958644151,399694022532956,63888805,-5.013826998531225e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694031750947,399694035587393,3836446,-5.013826998531225e-14,
L3,ForkliftForkHeight,monotonic,399693958644151,399694035587393,76943242,-5.013826998531225e-14,
R2,ForkliftForkHeight,monotonic,399693981740662,399694031750947,50010285,,
L1,ForkliftLinearSpeed,monotonic,399693958749616,399694035602972,76853356,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399693958749616,399694022532956,63783340,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694035606442,399694037532962,1926520,0.0,
L3,ForkliftLinearSpeed,monotonic,399693958749616,399694037532962,78783346,0.0,
R2,ForkliftLinearSpeed,monotonic,399693984422586,399694035606442,51183856,,
L1,ForkliftObstacleMinDistance,monotonic,399693997771304,399694037687599,39916295,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399693997771304,399694022532956,24761652,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694037693756,399694039364944,1671188,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399693997771304,399694039364944,41593640,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399693986070427,399694037693756,51623329,,
L2,BridgeHeartbeat,monotonic,399694039403297,399694041155025,1751728,45,
R1,cycle,monotonic,399694022532956,399694071947762,49414806,,
read_rt,BridgeHeartbeat,monotonic,399694071958859,399694076285588,4326729,45,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694076294656,399694078479209,2184553,0.0,
L5,cmd_traction_speed,monotonic,399694078479209,399694078692848,213639,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694078702988,399694080747652,2044664,0.0,
L5,cmd_steer_angle,monotonic,399694080747652,399694080894181,146529,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694080901356,399694084575679,3674323,0.0,
L5,cmd_fork_speed,monotonic,399694084575679,399694084760263,184584,0.0,
L1,ForkliftForkHeight,monotonic,399694059489885,399694084769239,25279354,-5.013857997263058e-14,
L1cs,ForkliftForkHeight,monotonic,399694059489885,399694071947762,12457877,-5.013857997263058e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694084774041,399694086339055,1565014,-5.013857997263058e-14,
L3,ForkliftForkHeight,monotonic,399694059489885,399694086339055,26849170,-5.013857997263058e-14,
R2,ForkliftForkHeight,monotonic,399694031750947,399694084774041,53023094,,
L1,ForkliftLinearSpeed,monotonic,399694059617611,399694086359865,26742254,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694059617611,399694071947762,12330151,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694086363856,399694087492935,1129079,0.0,
L3,ForkliftLinearSpeed,monotonic,399694059617611,399694087492935,27875324,0.0,
R2,ForkliftLinearSpeed,monotonic,399694035606442,399694086363856,50757414,,
L1,ForkliftObstacleMinDistance,monotonic,399693997771304,399694087508082,89736778,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399693997771304,399694071947762,74176458,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694087511662,399694088714604,1202942,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399693997771304,399694088714604,90943300,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694037693756,399694087511662,49817906,,
L2,BridgeHeartbeat,monotonic,399694088750424,399694089968438,1218014,46,
R1,cycle,monotonic,399694071947762,399694121169760,49221998,,
read_rt,BridgeHeartbeat,monotonic,399694121177883,399694123014901,1837018,46,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694123025861,399694125671969,2646108,0.0,
L5,cmd_traction_speed,monotonic,399694125671969,399694125862100,190131,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694125871398,399694128420688,2549290,0.0,
L5,cmd_steer_angle,monotonic,399694128420688,399694128606482,185794,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694128623558,399694132359832,3736274,0.0,
L5,cmd_fork_speed,monotonic,399694132359832,399694132515240,155408,0.0,
L1,ForkliftForkHeight,monotonic,399694059489885,399694132526330,73036445,-5.013857997263058e-14,
L1cs,ForkliftForkHeight,monotonic,399694059489885,399694121169760,61679875,-5.013857997263058e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694132533869,399694134470896,1937027,-5.013857997263058e-14,
L3,ForkliftForkHeight,monotonic,399694059489885,399694134470896,74981011,-5.013857997263058e-14,
R2,ForkliftForkHeight,monotonic,399694084774041,399694132533869,47759828,,
L1,ForkliftLinearSpeed,monotonic,399694059617611,399694134491568,74873957,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694059617611,399694121169760,61552149,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694134495317,399694138046744,3551427,0.0,
L3,ForkliftLinearSpeed,monotonic,399694059617611,399694138046744,78429133,0.0,
R2,ForkliftLinearSpeed,monotonic,399694086363856,399694134495317,48131461,,
L1,ForkliftObstacleMinDistance,monotonic,399694097984877,399694138066163,40081286,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694097984877,399694121169760,23184883,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694138069658,399694139675751,1606093,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694097984877,399694139675751,41690874,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694087511662,399694138069658,50557996,,
L2,BridgeHeartbeat,monotonic,399694139712669,399694146408513,6695844,47,
R1,cycle,monotonic,399694121169760,399694171999752,50829992,,
read_rt,BridgeHeartbeat,monotonic,399694172012498,399694175580178,3567680,47,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694175591390,399694177725711,2134321,0.0,
L5,cmd_traction_speed,monotonic,399694177725711,399694177908379,182668,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694177919667,399694179543940,1624273,0.0,
L5,cmd_steer_angle,monotonic,399694179543940,399694179683787,139847,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694179690997,399694180878050,1187053,0.0,
L5,cmd_fork_speed,monotonic,399694180878050,399694180985395,107345,0.0,
L1,ForkliftForkHeight,monotonic,399694158484576,399694180993332,22508756,-5.013871632013482e-14,
L1cs,ForkliftForkHeight,monotonic,399694158484576,399694171999752,13515176,-5.013871632013482e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694180998798,399694182944632,1945834,-5.013871632013482e-14,
L3,ForkliftForkHeight,monotonic,399694158484576,399694182944632,24460056,-5.013871632013482e-14,
R2,ForkliftForkHeight,monotonic,399694132533869,399694180998798,48464929,,
L1,ForkliftLinearSpeed,monotonic,399694159984631,399694182970340,22985709,4.143776250769541e-37,
L1cs,ForkliftLinearSpeed,monotonic,399694159984631,399694171999752,12015121,4.143776250769541e-37,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694183098899,399694185335333,2236434,4.143776250769541e-37,
L3,ForkliftLinearSpeed,monotonic,399694159984631,399694185335333,25350702,4.143776250769541e-37,
R2,ForkliftLinearSpeed,monotonic,399694134495317,399694183098899,48603582,,
L1,ForkliftObstacleMinDistance,monotonic,399694097984877,399694185357359,87372482,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694097984877,399694171999752,74014875,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694185387288,399694187049058,1661770,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694097984877,399694187049058,89064181,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694138069658,399694185387288,47317630,,
L2,BridgeHeartbeat,monotonic,399694187087190,399694188901128,1813938,48,
R1,cycle,monotonic,399694171999752,399694221123113,49123361,,
read_rt,BridgeHeartbeat,monotonic,399694221132154,399694222888930,1756776,48,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694222897211,399694224735193,1837982,0.0,
L5,cmd_traction_speed,monotonic,399694224735193,399694224916228,181035,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694224958620,399694227645148,2686528,0.0,
L5,cmd_steer_angle,monotonic,399694227645148,399694227808124,162976,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694227816608,399694229499666,1683058,0.0,
L5,cmd_fork_speed,monotonic,399694229499666,399694229721351,221685,0.0,
L1,ForkliftForkHeight,monotonic,399694158484576,399694229734377,71249801,-5.013871632013482e-14,
L1cs,ForkliftForkHeight,monotonic,399694158484576,399694221123113,62638537,-5.013871632013482e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694229741677,399694232353534,2611857,-5.013871632013482e-14,
L3,ForkliftForkHeight,monotonic,399694158484576,399694232353534,73868958,-5.013871632013482e-14,
R2,ForkliftForkHeight,monotonic,399694180998798,399694229741677,48742879,,
L1,ForkliftLinearSpeed,monotonic,399694159984631,399694232373733,72389102,4.143776250769541e-37,
L1cs,ForkliftLinearSpeed,monotonic,399694159984631,399694221123113,61138482,4.143776250769541e-37,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694232378273,399694234661624,2283351,4.143776250769541e-37,
L3,ForkliftLinearSpeed,monotonic,399694159984631,399694234661624,74676993,4.143776250769541e-37,
R2,ForkliftLinearSpeed,monotonic,399694183098899,399694232378273,49279374,,
L1,ForkliftObstacleMinDistance,monotonic,399694197702095,399694234680943,36978848,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694197702095,399694221123113,23421018,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694234684993,399694236493913,1808920,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694197702095,399694236493913,38791818,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694185387288,399694234684993,49297705,,
L2,BridgeHeartbeat,monotonic,399694236516153,399694239043176,2527023,49,
R1,cycle,monotonic,399694221123113,399694271336334,50213221,,
read_rt,BridgeHeartbeat,monotonic,399694271347494,399694273075719,1728225,49,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694273086956,399694274908958,1822002,0.0,
L5,cmd_traction_speed,monotonic,399694274908958,399694275231691,322733,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694275243607,399694277491903,2248296,0.0,
L5,cmd_steer_angle,monotonic,399694277491903,399694277701337,209434,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694277712939,399694279656058,1943119,0.0,
L5,cmd_fork_speed,monotonic,399694279656058,399694279887149,231091,0.0,
L1,ForkliftForkHeight,monotonic,399694258864196,399694279899086,21034890,-5.013883839720244e-14,
L1cs,ForkliftForkHeight,monotonic,399694258864196,399694271336334,12472138,-5.013883839720244e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694279908203,399694281433686,1525483,-5.013883839720244e-14,
L3,ForkliftForkHeight,monotonic,399694258864196,399694281433686,22569490,-5.013883839720244e-14,
R2,ForkliftForkHeight,monotonic,399694229741677,399694279908203,50166526,,
L1,ForkliftLinearSpeed,monotonic,399694258961059,399694281448921,22487862,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694258961059,399694271336334,12375275,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694281452458,399694283679351,2226893,0.0,
L3,ForkliftLinearSpeed,monotonic,399694258961059,399694283679351,24718292,0.0,
R2,ForkliftLinearSpeed,monotonic,399694232378273,399694281452458,49074185,,
L1,ForkliftObstacleMinDistance,monotonic,399694197702095,399694283694582,85992487,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694197702095,399694271336334,73634239,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694283698075,399694285297266,1599191,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694197702095,399694285297266,87595171,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694234684993,399694283698075,49013082,,
L2,BridgeHeartbeat,monotonic,399694285330804,399694287154375,1823571,50,
R1,cycle,monotonic,399694271336334,399694321424464,50088130,,
read_rt,BridgeHeartbeat,monotonic,399694321432901,399694340451443,19018542,50,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694340464824,399694342587142,2122318,0.0,
L5,cmd_traction_speed,monotonic,399694342587142,399694342775356,188214,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694342785834,399694345642178,2856344,0.0,
L5,cmd_steer_angle,monotonic,399694345642178,399694346141822,499644,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694346157023,399694349466458,3309435,0.0,
L5,cmd_fork_speed,monotonic,399694349466458,399694349765421,298963,0.0,
L1,ForkliftForkHeight,monotonic,399694258864196,399694350119281,91255085,-5.013883839720244e-14,
L1cs,ForkliftForkHeight,monotonic,399694258864196,399694321424464,62560268,-5.013883839720244e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694350157490,399694352663910,2506420,-5.013883839720244e-14,
L3,ForkliftForkHeight,monotonic,399694258864196,399694352663910,93799714,-5.013883839720244e-14,
R2,ForkliftForkHeight,monotonic,399694279908203,399694350157490,70249287,,
L1,ForkliftLinearSpeed,monotonic,399694258961059,399694352685715,93724656,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694258961059,399694321424464,62463405,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694352690009,399694355890644,3200635,0.0,
L3,ForkliftLinearSpeed,monotonic,399694258961059,399694355890644,96929585,0.0,
R2,ForkliftLinearSpeed,monotonic,399694281452458,399694352690009,71237551,,
L1,ForkliftObstacleMinDistance,monotonic,399694298134269,399694355909629,57775360,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694298134269,399694321424464,23290195,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694355914315,399694358411740,2497425,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694298134269,399694358411740,60277471,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694283698075,399694355914315,72216240,,
L2,BridgeHeartbeat,monotonic,399694358456883,399694360332803,1875920,51,
R1,cycle,monotonic,399694321424464,399694371668625,50244161,,
read_rt,BridgeHeartbeat,monotonic,399694371682675,399694374096314,2413639,51,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694374105362,399694375740098,1634736,0.0,
L5,cmd_traction_speed,monotonic,399694375740098,399694376144870,404772,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694376159989,399694378464900,2304911,0.0,
L5,cmd_steer_angle,monotonic,399694378464900,399694378624708,159808,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694378635503,399694380533164,1897661,0.0,
L5,cmd_fork_speed,monotonic,399694380533164,399694380636210,103046,0.0,
L1,ForkliftForkHeight,monotonic,399694360737082,399694380645940,19908858,-5.013890387291108e-14,
L1cs,ForkliftForkHeight,monotonic,399694360737082,399694371668625,10931543,-5.013890387291108e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694380652043,399694383277301,2625258,-5.013890387291108e-14,
L3,ForkliftForkHeight,monotonic,399694360737082,399694383277301,22540219,-5.013890387291108e-14,
R2,ForkliftForkHeight,monotonic,399694350157490,399694380652043,30494553,,
L1,ForkliftLinearSpeed,monotonic,399694360908646,399694383295750,22387104,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694360908646,399694371668625,10759979,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694383299879,399694384999194,1699315,0.0,
L3,ForkliftLinearSpeed,monotonic,399694360908646,399694384999194,24090548,0.0,
R2,ForkliftLinearSpeed,monotonic,399694352690009,399694383299879,30609870,,
L1,ForkliftObstacleMinDistance,monotonic,399694298134269,399694385022580,86888311,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694298134269,399694371668625,73534356,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694385027552,399694387979698,2952146,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694298134269,399694387979698,89845429,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694355914315,399694385027552,29113237,,
L2,BridgeHeartbeat,monotonic,399694388013700,399694390373188,2359488,52,
R1,cycle,monotonic,399694371668625,399694421670857,50002232,,
read_rt,BridgeHeartbeat,monotonic,399694421685708,399694423642756,1957048,52,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694423657663,399694426154680,2497017,0.0,
L5,cmd_traction_speed,monotonic,399694426154680,399694426304684,150004,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694426312122,399694431794907,5482785,0.0,
L5,cmd_steer_angle,monotonic,399694431794907,399694432001496,206589,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694432011997,399694434594370,2582373,0.0,
L5,cmd_fork_speed,monotonic,399694434594370,399694434989838,395468,0.0,
L1,ForkliftForkHeight,monotonic,399694360737082,399694435004112,74267030,-5.013890387291108e-14,
L1cs,ForkliftForkHeight,monotonic,399694360737082,399694421670857,60933775,-5.013890387291108e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694435010968,399694442095383,7084415,-5.013890387291108e-14,
L3,ForkliftForkHeight,monotonic,399694360737082,399694442095383,81358301,-5.013890387291108e-14,
R2,ForkliftForkHeight,monotonic,399694380652043,399694435010968,54358925,,
L1,ForkliftLinearSpeed,monotonic,399694360908646,399694442118567,81209921,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694360908646,399694421670857,60762211,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694442124777,399694447527687,5402910,0.0,
L3,ForkliftLinearSpeed,monotonic,399694360908646,399694447527687,86619041,0.0,
R2,ForkliftLinearSpeed,monotonic,399694383299879,399694442124777,58824898,,
L1,ForkliftObstacleMinDistance,monotonic,399694400106263,399694447550057,47443794,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694400106263,399694421670857,21564594,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694447554976,399694451500561,3945585,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694400106263,399694451500561,51394298,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694385027552,399694447554976,62527424,,
L2,BridgeHeartbeat,monotonic,399694451540089,399694457504522,5964433,53,
R1,cycle,monotonic,399694421670857,399694471761217,50090360,,
read_rt,BridgeHeartbeat,monotonic,399694471773046,399694474448489,2675443,53,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694474457738,399694480401603,5943865,0.0,
L5,cmd_traction_speed,monotonic,399694480401603,399694480563407,161804,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694480572194,399694482830456,2258262,0.0,
L5,cmd_steer_angle,monotonic,399694482830456,399694483015641,185185,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694483027363,399694489962134,6934771,0.0,
L5,cmd_fork_speed,monotonic,399694489962134,399694490791115,828981,0.0,
L1,ForkliftForkHeight,monotonic,399694459301309,399694490808510,31507201,-5.0138958589929496e-14,
L1cs,ForkliftForkHeight,monotonic,399694459301309,399694471761217,12459908,-5.0138958589929496e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694490816029,399694492790405,1974376,-5.0138958589929496e-14,
L3,ForkliftForkHeight,monotonic,399694459301309,399694492790405,33489096,-5.0138958589929496e-14,
R2,ForkliftForkHeight,monotonic,399694435010968,399694490816029,55805061,,
L1,ForkliftLinearSpeed,monotonic,399694459394174,399694492823712,33429538,-1.7776728947182918e-37,
L1cs,ForkliftLinearSpeed,monotonic,399694459394174,399694471761217,12367043,-1.7776728947182918e-37,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694492834266,399694496990597,4156331,-1.7776728947182918e-37,
L3,ForkliftLinearSpeed,monotonic,399694459394174,399694496990597,37596423,-1.7776728947182918e-37,
R2,ForkliftLinearSpeed,monotonic,399694442124777,399694492834266,50709489,,
L1,ForkliftObstacleMinDistance,monotonic,399694400106263,399694497012241,96905978,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694400106263,399694471761217,71654954,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694497018097,399694500038864,3020767,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694400106263,399694500038864,99932601,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694447554976,399694497018097,49463121,,
L2,BridgeHeartbeat,monotonic,399694500069980,399694502021802,1951822,54,
R1,cycle,monotonic,399694471761217,399694521251275,49490058,,
read_rt,BridgeHeartbeat,monotonic,399694521265422,399694523508254,2242832,54,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694523517120,399694526009220,2492100,0.0,
L5,cmd_traction_speed,monotonic,399694526009220,399694526222663,213443,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694526232966,399694528088787,1855821,0.0,
L5,cmd_steer_angle,monotonic,399694528088787,399694528517075,428288,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694528526895,399694531576692,3049797,0.0,
L5,cmd_fork_speed,monotonic,399694531576692,399694531689044,112352,0.0,
L1,ForkliftForkHeight,monotonic,399694459301309,399694531696465,72395156,-5.0138958589929496e-14,
L1cs,ForkliftForkHeight,monotonic,399694459301309,399694521251275,61949966,-5.0138958589929496e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694531701076,399694534009032,2307956,-5.0138958589929496e-14,
