event,name,clock,t_start_ns,t_end_ns,interval_ns,value,note
L3,ForkliftForkHeight,monotonic,399694459301309,399694534009032,74707723,-5.0138958589929496e-14,
R2,ForkliftForkHeight,monotonic,399694490816029,399694531701076,40885047,,
L1,ForkliftLinearSpeed,monotonic,399694459394174,399694534024315,74630141,-1.7776728947182918e-37,
L1cs,ForkliftLinearSpeed,monotonic,399694459394174,399694521251275,61857101,-1.7776728947182918e-37,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694534027559,399694535560502,1532943,-1.7776728947182918e-37,
L3,ForkliftLinearSpeed,monotonic,399694459394174,399694535560502,76166328,-1.7776728947182918e-37,
R2,ForkliftLinearSpeed,monotonic,399694492834266,399694534027559,41193293,,
L1,ForkliftObstacleMinDistance,monotonic,399694498574496,399694535570555,36996059,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694498574496,399694521251275,22676779,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694535573220,399694537174673,1601453,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694498574496,399694537174673,38600177,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694497018097,399694535573220,38555123,,
L2,BridgeHeartbeat,monotonic,399694537207959,399694538630108,1422149,55,
R1,cycle,monotonic,399694521251275,399694571848027,50596752,,
read_rt,BridgeHeartbeat,monotonic,399694571858381,399694576862125,5003744,55,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694576875106,399694578834032,1958926,0.0,
L5,cmd_traction_speed,monotonic,399694578834032,399694579000242,166210,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694579011016,399694582287078,3276062,0.0,
L5,cmd_steer_angle,monotonic,399694582287078,399694582418073,130995,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694582424925,399694585630231,3205306,0.0,
L5,cmd_fork_speed,monotonic,399694585630231,399694585720804,90573,0.0,
L1,ForkliftForkHeight,monotonic,399694560164950,399694585731001,25566051,-5.013900118899266e-14,
L1cs,ForkliftForkHeight,monotonic,399694560164950,399694571848027,11683077,-5.013900118899266e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694585735746,399694587317279,1581533,-5.013900118899266e-14,
L3,ForkliftForkHeight,monotonic,399694560164950,399694587317279,27152329,-5.013900118899266e-14,
R2,ForkliftForkHeight,monotonic,399694531701076,399694585735746,54034670,,
L1,ForkliftLinearSpeed,monotonic,399694560652863,399694587340751,26687888,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694560652863,399694571848027,11195164,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694587345169,399694589309933,1964764,0.0,
L3,ForkliftLinearSpeed,monotonic,399694560652863,399694589309933,28657070,0.0,
R2,ForkliftLinearSpeed,monotonic,399694534027559,399694587345169,53317610,,
L1,ForkliftObstacleMinDistance,monotonic,399694498574496,399694589327425,90752929,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694498574496,399694571848027,73273531,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694589331763,399694591155208,1823445,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694498574496,399694591155208,92580712,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694535573220,399694589331763,53758543,,
L2,BridgeHeartbeat,monotonic,399694591223951,399694593630531,2406580,56,
R1,cycle,monotonic,399694571848027,399694621498604,49650577,,
read_rt,BridgeHeartbeat,monotonic,399694621507973,399694622871579,1363606,56,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694622879682,399694624571290,1691608,0.0,
L5,cmd_traction_speed,monotonic,399694624571290,399694626130872,1559582,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694626147041,399694628338590,2191549,0.0,
L5,cmd_steer_angle,monotonic,399694628338590,399694628588326,249736,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694628596185,399694629945704,1349519,0.0,
L5,cmd_fork_speed,monotonic,399694629945704,399694630093772,148068,0.0,
L1,ForkliftForkHeight,monotonic,399694560164950,399694630103335,69938385,-5.013900118899266e-14,
L1cs,ForkliftForkHeight,monotonic,399694560164950,399694621498604,61333654,-5.013900118899266e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694630108588,399694631374758,1266170,-5.013900118899266e-14,
L3,ForkliftForkHeight,monotonic,399694560164950,399694631374758,71209808,-5.013900118899266e-14,
R2,ForkliftForkHeight,monotonic,399694585735746,399694630108588,44372842,,
L1,ForkliftLinearSpeed,monotonic,399694560652863,399694631393272,70740409,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694560652863,399694621498604,60845741,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694631396845,399694632594897,1198052,0.0,
L3,ForkliftLinearSpeed,monotonic,399694560652863,399694632594897,71942034,0.0,
R2,ForkliftLinearSpeed,monotonic,399694587345169,399694631396845,44051676,,
L1,ForkliftObstacleMinDistance,monotonic,399694599555840,399694632606245,33050405,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694599555840,399694621498604,21942764,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694632609089,399694636494247,3885158,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694599555840,399694636494247,36938407,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694589331763,399694632609089,43277326,,
L2,BridgeHeartbeat,monotonic,399694636524908,399694638279141,1754233,57,
R1,cycle,monotonic,399694621498604,399694671868245,50369641,,
read_rt,BridgeHeartbeat,monotonic,399694671886958,399694674301262,2414304,57,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694674313824,399694677440160,3126336,0.0,
L5,cmd_traction_speed,monotonic,399694677440160,399694677608493,168333,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694677615931,399694679380693,1764762,0.0,
L5,cmd_steer_angle,monotonic,399694679380693,399694679564961,184268,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694679574610,399694684886265,5311655,0.0,
L5,cmd_fork_speed,monotonic,399694684886265,399694685075851,189586,0.0,
L1,ForkliftForkHeight,monotonic,399694662004525,399694685091172,23086647,-5.0139016152114334e-14,
L1cs,ForkliftForkHeight,monotonic,399694662004525,399694671868245,9863720,-5.0139016152114334e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694685098274,399694689521649,4423375,-5.0139016152114334e-14,
L3,ForkliftForkHeight,monotonic,399694662004525,399694689521649,27517124,-5.0139016152114334e-14,
R2,ForkliftForkHeight,monotonic,399694630108588,399694685098274,54989686,,
L1,ForkliftLinearSpeed,monotonic,399694662133172,399694689543532,27410360,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694662133172,399694671868245,9735073,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694689548458,399694691316895,1768437,0.0,
L3,ForkliftLinearSpeed,monotonic,399694662133172,399694691316895,29183723,0.0,
R2,ForkliftLinearSpeed,monotonic,399694631396845,399694689548458,58151613,,
L1,ForkliftObstacleMinDistance,monotonic,399694599555840,399694691333592,91777752,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694599555840,399694671868245,72312405,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694691337094,399694694902203,3565109,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694599555840,399694694902203,95346363,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694632609089,399694691337094,58728005,,
L2,BridgeHeartbeat,monotonic,399694694940963,399694697440268,2499305,58,
R1,cycle,monotonic,399694671868245,399694721714556,49846311,,
read_rt,BridgeHeartbeat,monotonic,399694721732858,399694723922021,2189163,58,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694723932651,399694727206784,3274133,0.0,
L5,cmd_traction_speed,monotonic,399694727206784,399694727413753,206969,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694727423188,399694729639200,2216012,0.0,
L5,cmd_steer_angle,monotonic,399694729639200,399694730074311,435111,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694730086827,399694737675990,7589163,0.0,
L5,cmd_fork_speed,monotonic,399694737675990,399694737971529,295539,0.0,
L1,ForkliftForkHeight,monotonic,399694662004525,399694737988069,75983544,-5.0139016152114334e-14,
L1cs,ForkliftForkHeight,monotonic,399694662004525,399694721714556,59710031,-5.0139016152114334e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694737995299,399694739684103,1688804,-5.0139016152114334e-14,
L3,ForkliftForkHeight,monotonic,399694662004525,399694739684103,77679578,-5.0139016152114334e-14,
R2,ForkliftForkHeight,monotonic,399694685098274,399694737995299,52897025,,
L1,ForkliftLinearSpeed,monotonic,399694662133172,399694739701400,77568228,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694662133172,399694721714556,59581384,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694739704928,399694801378139,61673211,0.0,
L3,ForkliftLinearSpeed,monotonic,399694662133172,399694801378139,139244967,0.0,
R2,ForkliftLinearSpeed,monotonic,399694689548458,399694739704928,50156470,,
L1,ForkliftObstacleMinDistance,monotonic,399694798756406,399694801395841,2639435,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694798756406,399694721714556,-77041850,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694801399620,399694802921479,1521859,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694798756406,399694802921479,4165073,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694691337094,399694801399620,110062526,,
L2,BridgeHeartbeat,monotonic,399694802984811,399694804684562,1699751,59,
overrun,cycle,monotonic,,,33770187,,
R1,cycle,monotonic,399694721714556,399694804699627,82985071,,
read_rt,BridgeHeartbeat,monotonic,399694804702490,399694806117236,1414746,59,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694806127275,399694808173718,2046443,0.0,
L5,cmd_traction_speed,monotonic,399694808173718,399694808319448,145730,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694808328369,399694810427714,2099345,0.0,
L5,cmd_steer_angle,monotonic,399694810427714,399694810529121,101407,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694810534913,399694812266733,1731820,0.0,
L5,cmd_fork_speed,monotonic,399694812266733,399694812497599,230866,0.0,
L1,ForkliftForkHeight,monotonic,399694759951515,399694812509428,52557913,-5.013901380227249e-14,
L1cs,ForkliftForkHeight,monotonic,399694759951515,399694804699627,44748112,-5.013901380227249e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694812516945,399694815010266,2493321,-5.013901380227249e-14,
L3,ForkliftForkHeight,monotonic,399694759951515,399694815010266,55058751,-5.013901380227249e-14,
R2,ForkliftForkHeight,monotonic,399694737995299,399694812516945,74521646,,
L1,ForkliftLinearSpeed,monotonic,399694760358731,399694815061859,54703128,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694760358731,399694804699627,44340896,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694815069242,399694818539643,3470401,0.0,
L3,ForkliftLinearSpeed,monotonic,399694760358731,399694818539643,58180912,0.0,
R2,ForkliftLinearSpeed,monotonic,399694739704928,399694815069242,75364314,,
L1,ForkliftObstacleMinDistance,monotonic,399694798756406,399694818575788,19819382,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694798756406,399694804699627,5943221,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694818581223,399694820358138,1776915,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694798756406,399694820358138,21601732,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694801399620,399694818581223,17181603,,
L2,BridgeHeartbeat,monotonic,399694820623346,399694823001585,2378239,60,
R1,cycle,monotonic,399694804699627,399694856442486,51742859,,
read_rt,BridgeHeartbeat,monotonic,399694856454686,399694858286041,1831355,60,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694858299366,399694860536486,2237120,0.0,
L5,cmd_traction_speed,monotonic,399694860536486,399694860741099,204613,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694860753870,399694863081347,2327477,0.0,
L5,cmd_steer_angle,monotonic,399694863081347,399694863199807,118460,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694863205107,399694864929444,1724337,0.0,
L5,cmd_fork_speed,monotonic,399694864929444,399694865088459,159015,0.0,
L1,ForkliftForkHeight,monotonic,399694861902279,399694865102255,3199976,-5.013903141317103e-14,
L1cs,ForkliftForkHeight,monotonic,399694861902279,399694856442486,-5459793,-5.013903141317103e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694865108142,399694867634425,2526283,-5.013903141317103e-14,
L3,ForkliftForkHeight,monotonic,399694861902279,399694867634425,5732146,-5.013903141317103e-14,
R2,ForkliftForkHeight,monotonic,399694812516945,399694865108142,52591197,,
L1,ForkliftLinearSpeed,monotonic,399694862116725,399694867653333,5536608,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694862116725,399694856442486,-5674239,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694867658184,399694870908942,3250758,0.0,
L3,ForkliftLinearSpeed,monotonic,399694862116725,399694870908942,8792217,0.0,
R2,ForkliftLinearSpeed,monotonic,399694815069242,399694867658184,52588942,,
L1,ForkliftObstacleMinDistance,monotonic,399694798756406,399694870926267,72169861,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694798756406,399694856442486,57686080,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694870930069,399694872542484,1612415,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694798756406,399694872542484,73786078,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694818581223,399694870930069,52348846,,
L2,BridgeHeartbeat,monotonic,399694872569829,399694876224050,3654221,61,
R1,cycle,monotonic,399694856442486,399694905484738,49042252,,
read_rt,BridgeHeartbeat,monotonic,399694905493396,399694907523772,2030376,61,restart-detection read-back; transports nothing
read_rt,ForkliftTractionSpeedRef,monotonic,399694907635176,399694909723251,2088075,0.0,
L5,cmd_traction_speed,monotonic,399694909723251,399694909882693,159442,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399694909894558,399694911834257,1939699,0.0,
L5,cmd_steer_angle,monotonic,399694911834257,399694911981252,146995,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399694911992153,399694914475940,2483787,0.0,
L5,cmd_fork_speed,monotonic,399694914475940,399694914903665,427725,0.0,
L1,ForkliftForkHeight,monotonic,399694861902279,399694915489497,53587218,-5.013903141317103e-14,
L1cs,ForkliftForkHeight,monotonic,399694861902279,399694905484738,43582459,-5.013903141317103e-14,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399694915500085,399694918543913,3043828,-5.013903141317103e-14,
L3,ForkliftForkHeight,monotonic,399694861902279,399694918543913,56641634,-5.013903141317103e-14,
R2,ForkliftForkHeight,monotonic,399694865108142,399694915500085,50391943,,
L1,ForkliftLinearSpeed,monotonic,399694862116725,399694918562491,56445766,0.0,
L1cs,ForkliftLinearSpeed,monotonic,399694862116725,399694905484738,43368013,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftLinearSpeed,monotonic,399694918567086,399694920396130,1829044,0.0,
L3,ForkliftLinearSpeed,monotonic,399694862116725,399694920396130,58279405,0.0,
R2,ForkliftLinearSpeed,monotonic,399694867658184,399694918567086,50908902,,
L1,ForkliftObstacleMinDistance,monotonic,399694899075912,399694920412613,21336701,5.5,
L1cs,ForkliftObstacleMinDistance,monotonic,399694899075912,399694905484738,6408826,5.5,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399694920416158,399694921733677,1317519,5.5,
L3,ForkliftObstacleMinDistance,monotonic,399694899075912,399694921733677,22657765,5.5,
R2,ForkliftObstacleMinDistance,monotonic,399694870930069,399694920416158,49486089,,
L2,BridgeHeartbeat,monotonic,399694921764109,399694923703255,1939146,62,
diagnostics,Status/*,-,,,,"{'ForkliftTeleopActive': False, 'ForkliftObstacleStopActive': False, 'ForkliftSpeedLimitActive': False, 'ForkliftResetRequired': True, 'HmiLinkOk': True}",
