event,name,clock,t_start_ns,t_end_ns,interval_ns,value,note
startup,configured_signal_set,-,,,,forklift+warning,"configured signal set: forklift+warning — forklift 4in/3out/5diag (opcua-nodes.md §10), warning 1in/0out/0diag (opcua-nodes.md §13); 5 input slots, 3 output slots, 5 diagnostics, 14 nodes touched, write allowlist 6 keys; silence rule: ForkliftWarningFieldOccupied asserts True after 0.500s of silence (opcua-nodes.md §13.2 W1)"
session,session_timeout_ms,-,,,,10000.0,granted; requested 10000 (granted as requested)
session,secure_channel_lifetime_ms,-,,,,3600000.0,granted; requested 3600000
session,keepalive_period_s,-,,,,3.3333,derived from the granted timeout / 3 (§3.2 S3)
session,namespace_index:server_interfaces,-,,,,2,http://www.siemens.com/simatic-s7-opcua
session,namespace_index:interface,-,,,,3,http://DemoCell
session,connect,-,,,,,opc.tcp://172.19.176.1:4841
read_rt,ForkliftSteerAngleRef,monotonic,399834728599650,399834729640519,1040869,0.0,
L5,cmd_steer_angle,monotonic,399834729640519,399834729845277,204758,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399834729853354,399834731454520,1601166,0.0,
L5,cmd_fork_speed,monotonic,399834731454520,399834731660512,205992,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399834648810447,399834731677946,82867499,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399834648810447,399834727174273,78363826,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399834731682617,399834733475234,1792617,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399834648810447,399834733475234,84664787,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399834681095241,399834731682617,50587376,,
diagnostics,Status/*,-,,,,"{'ForkliftTeleopActive': False, 'ForkliftObstacleStopActive': False, 'ForkliftSpeedLimitActive': False, 'ForkliftResetRequired': True, 'HmiLinkOk': False}",
R1,cycle,monotonic,399834727174273,399834777541891,50367618,,
read_rt,ForkliftTractionSpeedRef,monotonic,399834777551893,399834778538256,986363,0.0,
L5,cmd_traction_speed,monotonic,399834778538256,399834778647600,109344,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399834778653149,399834779352177,699028,0.0,
L5,cmd_steer_angle,monotonic,399834779352177,399834779474619,122442,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399834779480078,399834780508533,1028455,0.0,
L5,cmd_fork_speed,monotonic,399834780508533,399834780614249,105716,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399834749132301,399834780624373,31492072,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399834749132301,399834777541891,28409590,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399834780626855,399834781589929,963074,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399834749132301,399834781589929,32457628,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399834731682617,399834780626855,48944238,,
R1,cycle,monotonic,399834777541891,399834826771936,49230045,,
read_rt,ForkliftTractionSpeedRef,monotonic,399834826782311,399834827762990,980679,0.0,
L5,cmd_traction_speed,monotonic,399834827762990,399834827890667,127677,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399834827895180,399834828506615,611435,0.0,
L5,cmd_steer_angle,monotonic,399834828506615,399834828584721,78106,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399834828587671,399834829290104,702433,0.0,
L5,cmd_fork_speed,monotonic,399834829290104,399834829378552,88448,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399834749132301,399834829388823,80256522,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399834749132301,399834826771936,77639635,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399834829391440,399834830085640,694200,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399834749132301,399834830085640,80953339,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399834780626855,399834829391440,48764585,,
R1,cycle,monotonic,399834826771936,399834877360611,50588675,,
read_rt,ForkliftTractionSpeedRef,monotonic,399834877375673,399834878946382,1570709,0.0,
L5,cmd_traction_speed,monotonic,399834878946382,399834879223877,277495,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399834879233680,399834880575696,1342016,0.0,
L5,cmd_steer_angle,monotonic,399834880575696,399834880826507,250811,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399834880835088,399834882087339,1252251,0.0,
L5,cmd_fork_speed,monotonic,399834882087339,399834882268994,181655,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399834848282760,399834882289092,34006332,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399834848282760,399834877360611,29077851,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399834882294105,399834883664128,1370023,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399834848282760,399834883664128,35381368,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399834829391440,399834882294105,52902665,,
R1,cycle,monotonic,399834877360611,399834926889429,49528818,,
read_rt,ForkliftTractionSpeedRef,monotonic,399834926900049,399834927972969,1072920,0.0,
L5,cmd_traction_speed,monotonic,399834927972969,399834928082518,109549,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399834928087970,399834929078249,990279,0.0,
L5,cmd_steer_angle,monotonic,399834929078249,399834929269844,191595,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399834929277371,399834930334492,1057121,0.0,
L5,cmd_fork_speed,monotonic,399834930334492,399834930519258,184766,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399834848282760,399834930535674,82252914,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399834848282760,399834926889429,78606669,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399834930539193,399834931650589,1111396,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399834848282760,399834931650589,83367829,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399834882294105,399834930539193,48245088,,
R1,cycle,monotonic,399834926889429,399834976958325,50068896,,
read_rt,ForkliftTractionSpeedRef,monotonic,399834976975902,399834978454694,1478792,0.0,
L5,cmd_traction_speed,monotonic,399834978454694,399834978673652,218958,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399834978681316,399834979851438,1170122,0.0,
L5,cmd_steer_angle,monotonic,399834979851438,399834980034811,183373,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399834980040588,399834981231000,1190412,0.0,
L5,cmd_fork_speed,monotonic,399834981231000,399834981343547,112547,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399834948193564,399834981356740,33163176,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399834948193564,399834976958325,28764761,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399834981360816,399834982411624,1050808,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399834948193564,399834982411624,34218060,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399834930539193,399834981360816,50821623,,
R1,cycle,monotonic,399834976958325,399835027613708,50655383,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835027624876,399835028866496,1241620,0.0,
L5,cmd_traction_speed,monotonic,399835028866496,399835029008505,142009,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835029015285,399835030733146,1717861,0.0,
L5,cmd_steer_angle,monotonic,399835030733146,399835030958299,225153,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835030965884,399835032250920,1285036,0.0,
L5,cmd_fork_speed,monotonic,399835032250920,399835032401196,150276,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399834948193564,399835032419116,84225552,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399834948193564,399835027613708,79420144,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835032423508,399835033568610,1145102,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399834948193564,399835033568610,85375046,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399834981360816,399835032423508,51062692,,
R1,cycle,monotonic,399835027613708,399835076780701,49166993,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835076795191,399835078234814,1439623,0.0,
L5,cmd_traction_speed,monotonic,399835078234814,399835078360720,125906,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835078366016,399835079387793,1021777,0.0,
L5,cmd_steer_angle,monotonic,399835079387793,399835079510483,122690,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835079516076,399835080373426,857350,0.0,
L5,cmd_fork_speed,monotonic,399835080373426,399835080466162,92736,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399835048322575,399835080475849,32153274,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835048322575,399835076780701,28458126,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835080478774,399835081261851,783077,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835048322575,399835081261851,32939276,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835032423508,399835080478774,48055266,,
R1,cycle,monotonic,399835076780701,399835127485221,50704520,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835127497944,399835128607198,1109254,0.0,
L5,cmd_traction_speed,monotonic,399835128607198,399835128744207,137009,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835128751723,399835129943861,1192138,0.0,
L5,cmd_steer_angle,monotonic,399835129943861,399835130110081,166220,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835130117578,399835131319827,1202249,0.0,
L5,cmd_fork_speed,monotonic,399835131319827,399835131507757,187930,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399835048322575,399835131524021,83201446,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835048322575,399835127485221,79162646,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835131527989,399835132562756,1034767,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835048322575,399835132562756,84240181,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835080478774,399835131527989,51049215,,
R1,cycle,monotonic,399835127485221,399835176999818,49514597,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835177014126,399835178450752,1436626,0.0,
L5,cmd_traction_speed,monotonic,399835178450752,399835178583407,132655,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835178589615,399835179754954,1165339,0.0,
L5,cmd_steer_angle,monotonic,399835179754954,399835179918731,163777,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835179926503,399835181679232,1752729,0.0,
L5,cmd_fork_speed,monotonic,399835181679232,399835181817870,138638,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399835148349153,399835181832868,33483715,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835148349153,399835176999818,28650665,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835181835633,399835182973623,1137990,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835148349153,399835182973623,34624470,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835131527989,399835181835633,50307644,,
R1,cycle,monotonic,399835176999818,399835227255908,50256090,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835227272601,399835228285743,1013142,0.0,
L5,cmd_traction_speed,monotonic,399835228285743,399835228442478,156735,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835228445759,399835229253974,808215,0.0,
L5,cmd_steer_angle,monotonic,399835229253974,399835229447217,193243,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835229455045,399835230346680,891635,0.0,
L5,cmd_fork_speed,monotonic,399835230346680,399835230510944,164264,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399835148349153,399835230525612,82176459,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835148349153,399835227255908,78906755,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835230529666,399835231657026,1127360,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835148349153,399835231657026,83307873,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835181835633,399835230529666,48694033,,
R1,cycle,monotonic,399835227255908,399835276852432,49596524,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835276868915,399835278363378,1494463,0.0,
L5,cmd_traction_speed,monotonic,399835278363378,399835278592230,228852,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835278600554,399835279997860,1397306,0.0,
L5,cmd_steer_angle,monotonic,399835279997860,399835280203295,205435,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835280210381,399835281545628,1335247,0.0,
L5,cmd_fork_speed,monotonic,399835281545628,399835281697584,151956,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399835248797416,399835281714120,32916704,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835248797416,399835276852432,28055016,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835281718920,399835284264445,2545525,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835248797416,399835284264445,35467029,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835230529666,399835281718920,51189254,,
R1,cycle,monotonic,399835276852432,399835327503514,50651082,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835327514910,399835329026490,1511580,0.0,
L5,cmd_traction_speed,monotonic,399835329026490,399835329285200,258710,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835329297851,399835330754021,1456170,0.0,
L5,cmd_steer_angle,monotonic,399835330754021,399835330928473,174452,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835330937493,399835332598640,1661147,0.0,
L5,cmd_fork_speed,monotonic,399835332598640,399835332920814,322174,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399835248797416,399835332941408,84143992,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835248797416,399835327503514,78706098,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835332945931,399835334183791,1237860,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835248797416,399835334183791,85386375,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835281718920,399835332945931,51227011,,
R1,cycle,monotonic,399835327503514,399835378108801,50605287,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835378124072,399835379361851,1237779,0.0,
L5,cmd_traction_speed,monotonic,399835379361851,399835379569061,207210,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835379575835,399835381126711,1550876,0.0,
L5,cmd_steer_angle,monotonic,399835381126711,399835381347599,220888,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835381355627,399835382662479,1306852,0.0,
L5,cmd_fork_speed,monotonic,399835382662479,399835382813902,151423,0.0,
L1,ForkliftObstacleMinDistance,monotonic,399835348223551,399835382831546,34607995,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835348223551,399835378108801,29885250,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835382836547,399835384372443,1535896,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835348223551,399835384372443,36148892,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835332945931,399835382836547,49890616,,
R1,cycle,monotonic,399835378108801,399835427606390,49497589,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835427621833,399835428680437,1058604,0.0,
L5,cmd_traction_speed,monotonic,399835428680437,399835428802073,121636,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835428806310,399835429855658,1049348,0.0,
L5,cmd_steer_angle,monotonic,399835429855658,399835430063018,207360,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835430079489,399835431009416,929927,0.0,
L5,cmd_fork_speed,monotonic,399835431009416,399835431120903,111487,0.0,
L1,ForkliftForkHeight,monotonic,399835419713980,399835431127872,11413892,-6.435433279411728e-30,
L1cs,ForkliftForkHeight,monotonic,399835419713980,399835427606390,7892410,-6.435433279411728e-30,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399835431132886,399835432130692,997806,-6.435433279411728e-30,
L3,ForkliftForkHeight,monotonic,399835419713980,399835432130692,12416712,-6.435433279411728e-30,
L1,ForkliftObstacleMinDistance,monotonic,399835348223551,399835432148094,83924543,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835348223551,399835427606390,79382839,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835432151057,399835432999698,848641,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835348223551,399835432999698,84776147,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835382836547,399835432151057,49314510,,
R1,cycle,monotonic,399835427606390,399835477510897,49904507,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835477520059,399835478543550,1023491,0.0,
L5,cmd_traction_speed,monotonic,399835478543550,399835478659029,115479,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835478663599,399835479552470,888871,0.0,
L5,cmd_steer_angle,monotonic,399835479552470,399835479659550,107080,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835479664884,399835480467140,802256,0.0,
L5,cmd_fork_speed,monotonic,399835480467140,399835480634975,167835,0.0,
L1,ForkliftForkHeight,monotonic,399835419713980,399835480643173,60929193,-6.435433279411728e-30,
L1cs,ForkliftForkHeight,monotonic,399835419713980,399835477510897,57796917,-6.435433279411728e-30,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399835480649020,399835481458784,809764,-6.435433279411728e-30,
L3,ForkliftForkHeight,monotonic,399835419713980,399835481458784,61744804,-6.435433279411728e-30,
R2,ForkliftForkHeight,monotonic,399835431132886,399835480649020,49516134,,
L1,ForkliftObstacleMinDistance,monotonic,399835448547641,399835481473311,32925670,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835448547641,399835477510897,28963256,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835481476362,399835482211564,735202,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835448547641,399835482211564,33663923,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835432151057,399835481476362,49325305,,
R1,cycle,monotonic,399835477510897,399835527082313,49571416,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835527092783,399835528220764,1127981,0.0,
L5,cmd_traction_speed,monotonic,399835528220764,399835528410950,190186,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835528416908,399835529532919,1116011,0.0,
L5,cmd_steer_angle,monotonic,399835529532919,399835529687132,154213,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835529694519,399835530947436,1252917,0.0,
L5,cmd_fork_speed,monotonic,399835530947436,399835531116571,169135,0.0,
L1,ForkliftForkHeight,monotonic,399835521242292,399835531127601,9885309,-6.435433279411728e-30,
L1cs,ForkliftForkHeight,monotonic,399835521242292,399835527082313,5840021,-6.435433279411728e-30,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399835531134874,399835532234080,1099206,-6.435433279411728e-30,
L3,ForkliftForkHeight,monotonic,399835521242292,399835532234080,10991788,-6.435433279411728e-30,
R2,ForkliftForkHeight,monotonic,399835480649020,399835531134874,50485854,,
L1,ForkliftObstacleMinDistance,monotonic,399835448547641,399835532253795,83706154,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835448547641,399835527082313,78534672,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835532257764,399835533393694,1135930,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835448547641,399835533393694,84846053,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835481476362,399835532257764,50781402,,
R1,cycle,monotonic,399835527082313,399835577646428,50564115,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835577658438,399835578947722,1289284,0.0,
L5,cmd_traction_speed,monotonic,399835578947722,399835579166848,219126,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835579174549,399835580414774,1240225,0.0,
L5,cmd_steer_angle,monotonic,399835580414774,399835580549875,135101,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835580556949,399835581585998,1029049,0.0,
L5,cmd_fork_speed,monotonic,399835581585998,399835581704585,118587,0.0,
L1,ForkliftForkHeight,monotonic,399835521242292,399835581712570,60470278,-6.435433279411728e-30,
L1cs,ForkliftForkHeight,monotonic,399835521242292,399835577646428,56404136,-6.435433279411728e-30,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftForkHeight,monotonic,399835581720205,399835583127320,1407115,-6.435433279411728e-30,
L3,ForkliftForkHeight,monotonic,399835521242292,399835583127320,61885028,-6.435433279411728e-30,
R2,ForkliftForkHeight,monotonic,399835531134874,399835581720205,50585331,,
L1,ForkliftObstacleMinDistance,monotonic,399835548854898,399835583349949,34495051,0.0,
L1cs,ForkliftObstacleMinDistance,monotonic,399835548854898,399835577646428,28791530,0.0,"literal §9.2 reference point; may be negative, not clipped"
L2,ForkliftObstacleMinDistance,monotonic,399835583356117,399835584502686,1146569,0.0,
L3,ForkliftObstacleMinDistance,monotonic,399835548854898,399835584502686,35647788,0.0,
R2,ForkliftObstacleMinDistance,monotonic,399835532257764,399835583356117,51098353,,
R1,cycle,monotonic,399835577646428,399835626715208,49068780,,
read_rt,ForkliftTractionSpeedRef,monotonic,399835626726175,399835628057025,1330850,0.0,
L5,cmd_traction_speed,monotonic,399835628057025,399835628246203,189178,0.0,
read_rt,ForkliftSteerAngleRef,monotonic,399835628258147,399835629737887,1479740,0.0,
L5,cmd_steer_angle,monotonic,399835629737887,399835629916721,178834,0.0,
read_rt,ForkliftForkSpeedRef,monotonic,399835629926428,399835631572013,1645585,0.0,
L5,cmd_fork_speed,monotonic,399835631572013,399835631712343,140330,0.0,
L1,ForkliftForkHeight,monotonic,399835630702137,399835631722596,1020459,-6.435433279411728e-30,
